Crash Breakdown 2,Date Of Loss Year,Crash Severity,Cyclist Flag,Day Of Week,Derived Crash Congifuration,Intersection Crash,Month Of Year,Motorcycle Flag,Municipality Name (ifnull),Parking Lot Flag,Pedestrian Flag,Region,Street Full Name (ifnull),Time Category,Crash Breakdown,Cross Street Full Name,Heavy Veh Flag,Mid Block Crash,Municipality Name,Municipality With Boundary,Road Location Description,Street Full Name,Crash Count,Latitude,Longitude,Number of Records
VANCOUVER ISLAND,2015,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,No,AUGUST,No,ESQUIMALT,No,No,VANCOUVER ISLAND,ESQUIMALT RD,15:00-17:59,FRIDAY,SITKUM RD,N,N,ESQUIMALT,NA,NA,ESQUIMALT RD,1,NA,NA,1
LOWER MAINLAND,2017,CASUALTY,Yes,SUNDAY,UNDETERMINED,No,JUNE,No,SURREY,No,No,LOWER MAINLAND,GROSVENOR RD,12:00-14:59,SUNDAY,140 ST,N,N,SURREY,NA,NA,GROSVENOR RD,1,NA,NA,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,SEPTEMBER,No,COLWOOD,No,No,VANCOUVER ISLAND,WISHART RD,18:00-20:59,THURSDAY,NA,N,N,COLWOOD,NA,WISHART RD,WISHART RD,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,10TH AVE,15:00-17:59,FRIDAY,OAK ST,N,N,VANCOUVER,NA,NA,10TH AVE,1,NA,NA,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,THURSDAY,UNDETERMINED,No,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,1ST AVE,09:00-11:59,THURSDAY,FIR ST,N,N,VANCOUVER,NA,NA,1ST AVE,1,NA,NA,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,No,JUNE,No,VANCOUVER,Yes,No,LOWER MAINLAND,4TH AVE,18:00-20:59,MONDAY,HIGHBURY ST,N,N,VANCOUVER,NA,NA,4TH AVE,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,No,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,7TH AVE,12:00-14:59,SUNDAY,BIRCH ST,N,N,VANCOUVER,NA,NA,7TH AVE,1,NA,NA,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,AUGUST,No,SURREY,No,No,LOWER MAINLAND,96,12:00-14:59,TUESDAY,126,N,N,SURREY,NA,NA,96,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,No,SEPTEMBER,No,VANCOUVER,Yes,No,LOWER MAINLAND,UNKNOWN,09:00-11:59,SATURDAY,NA,N,N,VANCOUVER,NA,UNKNOWN,UNKNOWN,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,W CORDOVA ST,06:00-08:59,TUESDAY,NA,N,N,VANCOUVER,NA,W CORDOVA ST,W CORDOVA ST,1,NA,NA,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,AUGUST,No,VICTORIA,No,No,VANCOUVER ISLAND,WEST SAANICH RD,15:00-17:59,THURSDAY,NA,N,N,VICTORIA,NA,WEST SAANICH RD,WEST SAANICH RD,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,DECEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST,15:00-17:59,TUESDAY,W 5TH AVE,N,N,VANCOUVER,NA,NA,CAMBIE ST,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,UNDETERMINED,No,MARCH,No,BURNABY,No,No,LOWER MAINLAND,CARSTEN,18:00-20:59,FRIDAY,CARIBOO DR,N,N,BURNABY,NA,NA,CARSTEN,1,NA,NA,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,No,NOVEMBER,No,ABBOTSFORD,No,No,LOWER MAINLAND,CLEARBROOK RD,18:00-20:59,TUESDAY,CENTER STREET,N,N,ABBOTSFORD,NA,NA,CLEARBROOK RD,1,NA,NA,1
VANCOUVER ISLAND,2017,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,No,JULY,No,VICTORIA,No,No,VANCOUVER ISLAND,COOK ST,18:00-20:59,THURSDAY,MAPLE WOOD,N,N,VICTORIA,NA,NA,COOK ST,1,NA,NA,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,THURSDAY,REAR END,No,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,10TH,09:00-11:59,THURSDAY,BIRCH,N,N,VANCOUVER,NA,NA,10TH,1,NA,NA,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,MAY,No,VICTORIA,No,No,VANCOUVER ISLAND,INTERURBAN ROAD,18:00-20:59,THURSDAY,DUNSTERVILLE AVENUE,N,N,VICTORIA,NA,NA,INTERURBAN ROAD,1,NA,NA,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,No,JUNE,No,PARKSVILLE,No,No,VANCOUVER ISLAND,ISLAND HWY E,12:00-14:59,SUNDAY,ALBERNI HWY,N,N,PARKSVILLE,NA,NA,ISLAND HWY E,1,NA,NA,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,No,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,GRANDVIEW HWY,06:00-08:59,THURSDAY,NANAIMO,N,N,VANCOUVER,NA,NA,GRANDVIEW HWY,1,NA,NA,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,MONDAY,SIDE IMPACT,No,MARCH,No,VICTORIA,No,No,VANCOUVER ISLAND,HOLLYDENE PLACE,09:00-11:59,MONDAY,ARBUTUS ROAD,N,N,VICTORIA,NA,NA,HOLLYDENE PLACE,1,NA,NA,1
VANCOUVER ISLAND,2016,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,No,DECEMBER,No,COLWOOD,No,No,VANCOUVER ISLAND,HWY 1A,06:00-08:59,THURSDAY,WILFERT RD,N,N,COLWOOD,NA,NA,HWY 1A,1,NA,NA,1
Unknown,2019,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,JUNE,No,UNKNOWN,No,No,Unknown,COONEY RD,18:00-20:59,FRIDAY,LANSDOWNE RD,N,N,NA,NA,NA,COONEY RD,1,NA,NA,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,SATURDAY,UNDETERMINED,No,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,GEORGIA VIADUCT,09:00-11:59,SATURDAY,STATION ST,N,N,VANCOUVER,NA,NA,GEORGIA VIADUCT,1,NA,NA,1
VANCOUVER ISLAND,2015,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,No,NOVEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,HELMCKEN RD,12:00-14:59,THURSDAY,HOLLAND,N,N,VICTORIA,NA,NA,HELMCKEN RD,1,NA,NA,1
VANCOUVER ISLAND,2017,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,No,MAY,No,VICTORIA,No,No,VANCOUVER ISLAND,HWY 17,09:00-11:59,THURSDAY,MCKENZIE AVE,N,N,VICTORIA,NA,NA,HWY 17,1,NA,NA,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,DECEMBER,No,SAANICH,No,No,VANCOUVER ISLAND,GALLOPPING GOOSE,06:00-08:59,FRIDAY,ARDERSIER RD,N,N,SAANICH,NA,NA,GALLOPPING GOOSE,1,NA,NA,1
LOWER MAINLAND,2016,CASUALTY,Yes,TUESDAY,UNDETERMINED,No,SEPTEMBER,No,NEW WESTMINSTER,No,No,LOWER MAINLAND,GLENBROOK DR,18:00-20:59,TUESDAY,6TH AVE,N,N,NEW WESTMINSTER,NA,NA,GLENBROOK DR,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,No,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,MAIN ST,15:00-17:59,MONDAY,4TH,N,N,VANCOUVER,NA,NA,MAIN ST,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,FRIDAY,UNDETERMINED,No,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,LARCH ST,18:00-20:59,FRIDAY,8TH AVE,N,N,VANCOUVER,NA,NA,LARCH ST,1,NA,NA,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,SATURDAY,UNDETERMINED,No,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST,12:00-14:59,SATURDAY,10TH,N,N,VANCOUVER,NA,NA,CAMBIE ST,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,CENTRAL VALLEY GREENWAY,06:00-08:59,FRIDAY,LAKEWOOD,N,N,VANCOUVER,NA,NA,CENTRAL VALLEY GREENWAY,1,NA,NA,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,DECEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,NEIL ST,15:00-17:59,WEDNESDAY,FORGOT ST NAME,N,N,VICTORIA,NA,NA,NEIL ST,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,ONTARIO ST,15:00-17:59,FRIDAY,EAST 4TH,N,N,VANCOUVER,NA,NA,ONTARIO ST,1,NA,NA,1
VANCOUVER ISLAND,2018,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,No,APRIL,No,VICTORIA,No,No,VANCOUVER ISLAND,MCKENZIE ST,21:00-23:59,FRIDAY,CEDER HILL CROSS ROAD,N,N,VICTORIA,NA,NA,MCKENZIE ST,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,ONTARIO ST,09:00-11:59,WEDNESDAY,10TH AVE,N,N,VANCOUVER,NA,NA,ONTARIO ST,1,NA,NA,1
LOWER MAINLAND,2019,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,PINE ST,03:00-05:59,FRIDAY,BROADWAY,N,N,VANCOUVER,NA,NA,PINE ST,1,NA,NA,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,AUGUST,No,SAANICH,No,No,VANCOUVER ISLAND,PROSPECT LAKE RD,09:00-11:59,THURSDAY,W SAANICH ROAD,N,N,SAANICH,NA,NA,PROSPECT LAKE RD,1,NA,NA,1
LOWER MAINLAND,2019,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,MARCH,No,RICHMOND,No,No,LOWER MAINLAND,WESTMINSTER HWY,15:00-17:59,WEDNESDAY,NA,N,N,RICHMOND,NA,WESTMINSTER HWY,WESTMINSTER HWY,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,No,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,PINE ST,12:00-14:59,SATURDAY,5TH STREET,N,N,VANCOUVER,NA,NA,PINE ST,1,NA,NA,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,THURSDAY,UNDETERMINED,No,JULY,No,VICTORIA,No,No,VANCOUVER ISLAND,N DAIRY RD,12:00-14:59,THURSDAY,WETHERBY,N,N,VICTORIA,NA,NA,N DAIRY RD,1,NA,NA,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,No,APRIL,No,ABBOTSFORD,No,No,LOWER MAINLAND,OLD YALE RD,15:00-17:59,WEDNESDAY,GLADYS AVE,N,N,ABBOTSFORD,NA,NA,OLD YALE RD,1,NA,NA,1
SOUTHERN INTERIOR,2017,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,No,SEPTEMBER,No,ARMSTRONG,No,No,SOUTHERN INTERIOR,OTTER LAKE RD,15:00-17:59,SUNDAY,CROZIER RD,N,N,ARMSTRONG,NA,NA,OTTER LAKE RD,1,NA,NA,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,JUNE,No,VICTORIA,No,No,VANCOUVER ISLAND,PANDORA AVE,12:00-14:59,WEDNESDAY,EMILIA,N,N,VICTORIA,NA,NA,PANDORA AVE,1,NA,NA,1
VANCOUVER ISLAND,2018,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,No,MAY,No,VICTORIA,No,No,VANCOUVER ISLAND,SHELBOURNE ST,09:00-11:59,WEDNESDAY,CEDAR CROSS,N,N,VICTORIA,NA,NA,SHELBOURNE ST,1,NA,NA,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,TUESDAY,UNDETERMINED,No,OCTOBER,No,COLWOOD,No,No,VANCOUVER ISLAND,W BURNSIDE,12:00-14:59,TUESDAY,WATKISS,N,N,COLWOOD,NA,NA,W BURNSIDE,1,NA,NA,1
Unknown,2018,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SIDE IMPACT,No,JULY,No,UNKNOWN,No,No,Unknown,WOODLANDS,15:00-17:59,THURSDAY,10TH AVE,N,N,NA,NA,NA,WOODLANDS,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,YUKON ST,18:00-20:59,TUESDAY,22ND,N,N,VANCOUVER,NA,NA,YUKON ST,1,NA,NA,1
LOWER MAINLAND,2019,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,No,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,MAIN ST,21:00-23:59,SUNDAY,W GEORGIA VIA DUCT,N,N,VANCOUVER,NA,NA,MAIN ST,1,NA,NA,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,No,SEPTEMBER,No,ABBOTSFORD,No,No,LOWER MAINLAND,MARSHALL RD,15:00-17:59,THURSDAY,MACALLUM,N,N,ABBOTSFORD,NA,NA,MARSHALL RD,1,NA,NA,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,No,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,COMMERCIAL DR,09:00-11:59,MONDAY,12TH AVE,N,N,VANCOUVER,NA,NA,COMMERCIAL DR,1,NA,NA,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,No,MAY,No,VICTORIA,No,No,VANCOUVER ISLAND,COOPER ROAD,12:00-14:59,SUNDAY,ADMIRALS RD,N,N,VICTORIA,NA,NA,COOPER ROAD,1,NA,NA,1
VANCOUVER ISLAND,2018,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,UNDETERMINED,No,OCTOBER,No,VICTORIA,No,No,VANCOUVER ISLAND,W BURNSIDE RD,18:00-20:59,WEDNESDAY,TILLICUM,N,N,VICTORIA,NA,NA,W BURNSIDE RD,1,NA,NA,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,SUNDAY,SINGLE VEHICLE,No,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,W 16TH AVE,09:00-11:59,SUNDAY,EAST MALL,N,N,VANCOUVER,NA,NA,W 16TH AVE,1,NA,NA,1
SOUTHERN INTERIOR,2015,PROPERTY DAMAGE ONLY,Yes,MONDAY,UNDETERMINED,No,OCTOBER,No,SALMON ARM,No,No,SOUTHERN INTERIOR,SHUSWAP STREET,18:00-20:59,MONDAY,10 ST SW,N,N,SALMON ARM,NA,NA,SHUSWAP STREET,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,JULY,No,VANCOUVER,Yes,No,LOWER MAINLAND,MAIN ST,15:00-17:59,WEDNESDAY,20 TH AVE,N,N,VANCOUVER,NA,NA,MAIN ST,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,TUESDAY,REAR END,No,JULY,No,NORTH VANCOUVER,No,No,LOWER MAINLAND,MOUNTAIN HWY,06:00-08:59,TUESDAY,KEITH RD,N,N,NORTH VANCOUVER,NA,NA,MOUNTAIN HWY,1,NA,NA,1
SOUTHERN INTERIOR,2019,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,No,SEPTEMBER,No,LILLOOET,No,No,SOUTHERN INTERIOR,MOUNTAINVIEW RD,18:00-20:59,FRIDAY,PLAYART COURT,N,N,LILLOOET,NA,NA,MOUNTAINVIEW RD,1,NA,NA,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,JUNE,No,OAK BAY,No,No,VANCOUVER ISLAND,OAK BAY AVE,12:00-14:59,FRIDAY,UNKNOWN,N,N,OAK BAY,NA,NA,OAK BAY AVE,1,NA,NA,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,MONDAY,UNDETERMINED,No,MAY,No,VICTORIA,No,No,VANCOUVER ISLAND,PHELPS AVE,12:00-14:59,MONDAY,BELLAMY RD,N,N,VICTORIA,NA,NA,PHELPS AVE,1,NA,NA,1
Unknown,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,MARCH,No,UNKNOWN,No,No,Unknown,PRAIRIE AVENUE,18:00-20:59,WEDNESDAY,OXFORD STREET,N,N,NA,NA,NA,PRAIRIE AVENUE,1,NA,NA,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,No,APRIL,No,DELTA,No,No,LOWER MAINLAND,SHARMA BLVD,12:00-14:59,WEDNESDAY,80 AVE,N,N,DELTA,NA,NA,SHARMA BLVD,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,W PENDER ST,09:00-11:59,WEDNESDAY,NA,N,N,VANCOUVER,NA,W PENDER ST,W PENDER ST,1,NA,NA,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,No,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,12TH,15:00-17:59,TUESDAY,WILLOW,N,N,VANCOUVER,NA,NA,12TH,1,NA,NA,1
SOUTHERN INTERIOR,2016,CASUALTY,Yes,SUNDAY,UNDETERMINED,No,AUGUST,No,VERNON,No,No,SOUTHERN INTERIOR,32ND AVENUE,15:00-17:59,SUNDAY,HWY 97,N,N,VERNON,NA,NA,32ND AVENUE,1,NA,NA,1
LOWER MAINLAND,2019,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,No,JUNE,No,SURREY,Yes,No,LOWER MAINLAND,88A AVE,09:00-11:59,SATURDAY,FRASER,N,N,SURREY,NA,NA,88A AVE,1,NA,NA,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,No,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,ARBUTUS DIVERS,06:00-08:59,TUESDAY,W 12TH,N,N,VANCOUVER,NA,NA,ARBUTUS DIVERS,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,JANUARY,No,PORT MOODY,No,No,LOWER MAINLAND,BALBIRNIE BLVD,06:00-08:59,THURSDAY,GLENAYRE DRIVE,N,N,PORT MOODY,NA,NA,BALBIRNIE BLVD,1,NA,NA,1
SOUTHERN INTERIOR,2016,PROPERTY DAMAGE ONLY,Yes,SUNDAY,SINGLE VEHICLE,No,AUGUST,No,KELOWNA,No,No,SOUTHERN INTERIOR,UNKNOWN,09:00-11:59,SUNDAY,NA,N,N,KELOWNA,NA,UNKNOWN,UNKNOWN,1,NA,NA,1
SOUTHERN INTERIOR,2015,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,No,MAY,No,KELOWNA,No,No,SOUTHERN INTERIOR,WATER ST,15:00-17:59,SATURDAY,NA,N,N,KELOWNA,NA,WATER ST,WATER ST,1,NA,NA,1
LOWER MAINLAND,2018,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,No,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,AGRONOMY,06:00-08:59,WEDNESDAY,WESBROOK,N,N,VANCOUVER,NA,NA,AGRONOMY,1,NA,NA,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SIDE IMPACT,No,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,BOUNDARY RD,18:00-20:59,TUESDAY,STILL CREEK,N,N,VANCOUVER,NA,NA,BOUNDARY RD,1,NA,NA,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,JUNE,No,VICTORIA,No,No,VANCOUVER ISLAND,BROOKE ST,12:00-14:59,TUESDAY,PEATT RD,N,N,VICTORIA,NA,NA,BROOKE ST,1,NA,NA,1
LOWER MAINLAND,2016,CASUALTY,Yes,FRIDAY,SIDE IMPACT,No,NOVEMBER,No,NORTH VANCOUVER,No,No,LOWER MAINLAND,CHESTERFIELD AVE,15:00-17:59,FRIDAY,6TH ST W,N,N,NORTH VANCOUVER,NA,NA,CHESTERFIELD AVE,1,NA,NA,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,OCTOBER,No,VICTORIA,No,No,VANCOUVER ISLAND,CULDUTHEL ROAD,12:00-14:59,WEDNESDAY,DOUGLAS ST,N,N,VICTORIA,NA,NA,CULDUTHEL ROAD,1,NA,NA,1
VANCOUVER ISLAND,2016,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,No,NOVEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,YATES ST,18:00-20:59,TUESDAY,NA,N,N,VICTORIA,NA,YATES ST,YATES ST,1,NA,NA,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,No,JULY,No,SURREY,No,No,LOWER MAINLAND,24 AVE,15:00-17:59,WEDNESDAY,CRANLEY DR,N,N,SURREY,NA,NA,24 AVE,1,NA,NA,1
LOWER MAINLAND,2016,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,SEPTEMBER,No,LANGLEY,No,No,LOWER MAINLAND,43A AVE,06:00-08:59,THURSDAY,202 ST,N,N,LANGLEY,NA,NA,43A AVE,1,NA,NA,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,WEDNESDAY,OVERTAKING,No,JUNE,No,NANAIMO,No,No,VANCOUVER ISLAND,??,18:00-20:59,WEDNESDAY,??,N,N,NANAIMO,NA,NA,??,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SIDE IMPACT,No,AUGUST,No,SURREY,No,No,LOWER MAINLAND,64TH AVE,12:00-14:59,FRIDAY,124TH ST,N,N,SURREY,NA,NA,64TH AVE,1,NA,NA,1
SOUTHERN INTERIOR,2018,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,No,JUNE,No,KELOWNA,Yes,No,SOUTHERN INTERIOR,HWY 97,15:00-17:59,FRIDAY,FALL ?,N,N,KELOWNA,NA,NA,HWY 97,1,NA,NA,1
VANCOUVER ISLAND,2015,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,No,SEPTEMBER,No,ESQUIMALT,No,No,VANCOUVER ISLAND,ESQUIMALT RD,09:00-11:59,SATURDAY,UNKNOWN,N,N,ESQUIMALT,NA,NA,ESQUIMALT RD,1,NA,NA,1
SOUTHERN INTERIOR,2015,PROPERTY DAMAGE ONLY,Yes,MONDAY,UNDETERMINED,No,JULY,No,PENTICTON,No,No,SOUTHERN INTERIOR,CHANNEL PKY,15:00-17:59,MONDAY,WARREN,N,N,PENTICTON,NA,NA,CHANNEL PKY,1,NA,NA,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,JUNE,No,VICTORIA,No,No,VANCOUVER ISLAND,CHATTERTON WAY,15:00-17:59,THURSDAY,EMILY CARR,N,N,VICTORIA,NA,NA,CHATTERTON WAY,1,NA,NA,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,No,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,MAIN ST,09:00-11:59,WEDNESDAY,KING EDWARD AVE,N,N,VANCOUVER,NA,NA,MAIN ST,1,NA,NA,1
SOUTHERN INTERIOR,2016,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,No,OCTOBER,No,CRESTON,No,No,SOUTHERN INTERIOR,NORTHWEST BLVD,12:00-14:59,WEDNESDAY,UNK,N,N,CRESTON,NA,NA,NORTHWEST BLVD,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,No,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,NW MARINE DR,12:00-14:59,SUNDAY,SIMPSON,N,N,VANCOUVER,NA,NA,NW MARINE DR,1,NA,NA,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,THURSDAY,UNDETERMINED,No,SEPTEMBER,No,VANCOUVER,Yes,No,LOWER MAINLAND,ABBOTT ST,21:00-23:59,THURSDAY,KEFFER ST,N,N,VANCOUVER,NA,NA,ABBOTT ST,1,NA,NA,1
VANCOUVER ISLAND,2016,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,No,APRIL,No,SIDNEY,No,No,VANCOUVER ISLAND,BEACON AVE,15:00-17:59,FRIDAY,7TH ST,N,N,SIDNEY,NA,NA,BEACON AVE,1,NA,NA,1
LOWER MAINLAND,2017,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,No,MARCH,No,VANCOUVER,No,No,LOWER MAINLAND,BROADWAY,12:00-14:59,SATURDAY,ONTARIO,N,N,VANCOUVER,NA,NA,BROADWAY,1,NA,NA,1
SOUTHERN INTERIOR,2018,CASUALTY,Yes,FRIDAY,UNDETERMINED,No,NOVEMBER,No,SALMON ARM,No,No,SOUTHERN INTERIOR,HUDSON AVE NE,09:00-11:59,FRIDAY,11TH ST NE,N,N,SALMON ARM,NA,NA,HUDSON AVE NE,1,NA,NA,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,No,MAY,No,NEW WESTMINSTER,No,No,LOWER MAINLAND,WESTMINSTER HWY,15:00-17:59,WEDNESDAY,NA,N,N,NEW WESTMINSTER,NA,WESTMINSTER HWY,WESTMINSTER HWY,1,NA,NA,1
